,Date,Team,Acquired,Relinquished,Notes
9880,2007-04-14,Spurs,,Beno Udrih,placed on IL
9881,2007-04-14,Spurs,,Melvin Ely,placed on IL
9882,2007-04-14,Spurs,Francisco Elson,,activated from IL
9883,2007-04-14,Spurs,James White,,activated from IL
9884,2007-04-14,Wizards,,Antonio Daniels,placed on IL with bruised back
9885,2007-04-14,Wizards,Mike Hall,,activated from IL
9886,2007-04-16,Heat,,Alonzo Mourning,placed on IL
9887,2007-04-16,Heat,,Udonis Haslem,placed on IL
9888,2007-04-16,Heat,Dorell Wright,,activated from IL
9889,2007-04-16,Heat,Wayne Simien,,activated from IL
9890,2007-04-16,Jazz,,C.J. Miles,placed on IL
9891,2007-04-16,Jazz,Andrei Kirilenko,,activated from IL
9892,2007-04-16,Knicks,,Kelvin Cato,placed on IL
9893,2007-04-16,Knicks,Jamal Crawford,,activated from IL
9894,2007-04-16,Nuggets,,Marcus Camby,placed on IL with sore right knee
9895,2007-04-16,Nuggets,,Von Wafer,placed on IL
9896,2007-04-16,Nuggets,DerMarr Johnson,,activated from IL
9897,2007-04-16,Nuggets,Jamal Sampson,,activated from IL
9898,2007-04-16,Spurs,,(William) Tony Parker,placed on IL for rest
9899,2007-04-16,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL for rest
9900,2007-04-16,Spurs,,Tim Duncan,placed on IL for rest
9901,2007-04-16,Spurs,Beno Udrih,,activated from IL
9902,2007-04-16,Spurs,Jackie Butler,,activated from IL
9903,2007-04-16,Spurs,Melvin Ely,,activated from IL
9904,2007-04-17,Clippers,,Cuttino Mobley,placed on IL with left calf injury
9905,2007-04-17,Clippers,,Cuttino Mobley,placed on IL
9906,2007-04-17,Clippers,Yaroslav Korolev,,activated from IL
9907,2007-04-17,Mavericks,,Dirk Nowitzki,placed on IL for rest
9908,2007-04-17,Mavericks,,Jerry Stackhouse,placed on IL for rest
9909,2007-04-17,Mavericks,Erick Dampier,,activated from IL
9910,2007-04-17,Mavericks,Maurice Ager,,activated from IL
9911,2007-04-17,Pacers,,Jeff Foster,placed on IL with sprained left ankle
9912,2007-04-17,Pacers,,Jermaine O'Neal,placed on IL with sore left knee
9913,2007-04-17,Pacers,David Harrison,,activated from IL
9914,2007-04-17,Pacers,Maceo Baston,,activated from IL
9915,2007-04-17,Pistons,,Ronald Dupree,placed on IL
9916,2007-04-17,Pistons,Nazr Mohammed,,activated from IL
9917,2007-04-17,Raptors,,Joey Graham,placed on IL
9918,2007-04-17,Raptors,Pape Sow,,activated from IL
9919,2007-04-17,Wizards,,Mike Hall,placed on IL
9920,2007-04-17,Wizards,Antonio Daniels,,activated from IL
9921,2007-04-18,Bobcats,,Jake Voskuhl,placed on IL with sore left knee
9922,2007-04-18,Bobcats,Adam Morrison,,activated from IL
9923,2007-04-18,Clippers,,Aaron Williams,placed on IL
9924,2007-04-18,Clippers,Will Conroy,,activated from IL
9925,2007-04-18,Heat,,Dwyane Wade,placed on IL for rest
9926,2007-04-18,Heat,,James Posey,placed on IL with sprained wrist and shoulder
9927,2007-04-18,Heat,,Shaquille O'Neal,placed on IL for rest
9928,2007-04-18,Heat,Alonzo Mourning,,activated from IL
9929,2007-04-18,Heat,Gary Payton Sr.,,activated from IL
9930,2007-04-18,Heat,Udonis Haslem,,activated from IL
9931,2007-04-18,Magic,,Darko Milicic,placed on IL with sprained right ankle
9932,2007-04-18,Magic,Pat Garrity,,activated from IL
9933,2007-04-18,Mavericks,,Maurice Ager,placed on IL
9934,2007-04-18,Mavericks,,Pops Mensah-Bonsu,placed on IL
9935,2007-04-18,Mavericks,Dirk Nowitzki,,activated from IL
9936,2007-04-18,Mavericks,Jerry Stackhouse,,activated from IL
9937,2007-04-18,Pistons,,Chauncey Billups,placed on IL for rest
9938,2007-04-18,Pistons,,Richard Hamilton,placed on IL for rest
9939,2007-04-18,Pistons,Dale Davis,,activated from IL
9940,2007-04-18,Pistons,Ronald Dupree,,activated from IL
9941,2007-04-18,Raptors,,Morris Peterson,placed on IL with hyperextended right knee
9942,2007-04-18,Raptors,Andrea Bargnani,,activated from IL
9943,2007-04-18,Rockets,,Dikembe Mutombo,placed on IL
9944,2007-04-18,Rockets,Steve Novak,,activated from IL
9945,2007-04-20,Heat,,Chris Quinn,placed on IL with sprained left ankle
9946,2007-04-20,Heat,,Earl Barron,placed on IL
9947,2007-04-20,Heat,,Wayne Simien,placed on IL
9948,2007-04-20,Magic,,Pat Garrity,placed on IL
9949,2007-04-20,Nets,,Eddie House,placed on IL with partial tear in left hip muscle
9950,2007-04-20,Nets,,Mile Ilic,placed on IL
9951,2007-04-20,Pistons,,Amir Johnson,placed on IL
9952,2007-04-20,Pistons,,Ronald Dupree,placed on IL
9953,2007-04-20,Raptors,,Pape Sow,placed on IL
9954,2007-04-20,Raptors,,Uros Slokar,placed on IL
9955,2007-04-20,Rockets,,Steve Novak,placed on IL
9956,2007-04-22,Nuggets,,Jamal Sampson,placed on IL
9957,2007-04-22,Spurs,,Jackie Butler,placed on IL
9958,2007-04-22,Spurs,,James White,placed on IL
9959,2007-04-22,Spurs,,Melvin Ely,placed on IL
9960,2007-04-24,Bulls,,Viktor Khryapa,placed on IL
9961,2007-04-24,Bulls,Adrian Griffin,,activated from IL
9962,2007-04-24,Lakers,,Vladimir Radmanovic,placed on IL
9963,2007-04-24,Lakers,Shammond Williams,,activated from IL
9964,2007-04-25,Mavericks,,Kevin Willis,placed on IL
9965,2007-04-25,Mavericks,Maurice Ager,,activated from IL
9966,2007-04-26,Magic,,Charles Outlaw / Bo Outlaw,placed on IL
9967,2007-04-26,Magic,Pat Garrity,,activated from IL
9968,2007-04-29,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL
9969,2007-04-29,Mavericks,Kevin Willis,,activated from IL
9970,2007-04-29,Warriors,Patrick O'Bryant,,activated from IL
9971,2007-04-30,Nuggets,Jamal Sampson,,activated from IL
9972,2007-05-01,Warriors,,Patrick O'Bryant,placed on IL
9973,2007-05-02,Nuggets,,Jamal Sampson,placed on IL
9974,2007-05-07,Jazz,C.J. Miles,,activated from IL
9975,2007-05-09,Jazz,,C.J. Miles,placed on IL
9976,2007-05-11,Jazz,,Dee Brown (b. 1984-08-17),placed on IL with strained neck
9977,2007-05-11,Jazz,C.J. Miles,,activated from IL
9978,2007-05-12,Nets,,Bernard Robinson,placed on IL
9979,2007-05-12,Nets,Eddie House,,activated from IL
9980,2007-05-15,Jazz,,C.J. Miles,placed on IL
9981,2007-05-15,Jazz,Dee Brown (b. 1984-08-17),,activated from IL
9982,2007-05-16,Suns,,Eric Piatkowski,placed on IL
9983,2007-05-16,Suns,Sean Marks,,activated from IL
9984,2007-06-12,Cavaliers,,Larry Hughes,placed on IL with partially torn plantar fascia in left foot
9985,2007-06-12,Cavaliers,David Wesley,,activated from IL
9986,2007-10-29,76ers,,Herbert Hill,placed on IL with torn meniscus in left knee
9987,2007-10-29,76ers,,Shavlik Randolph,placed on IL with left ankle injury
9988,2007-10-29,Blazers,,Darius Miles,placed on IL recovering from arthroscopic surgery on right knee
9989,2007-10-29,Blazers,,Greg Oden,placed on IL recovering from surgery on right knee
9990,2007-10-29,Bobcats,,Adam Morrison,placed on IL with torn ACL in left knee
9991,2007-10-29,Bobcats,,Othella Harrington,placed on IL recovering from arthroscopic surgery on left knee
9992,2007-10-29,Bobcats,,Sean May,placed on IL recovering from surgery on right knee
9993,2007-10-29,Bulls,,Adrian Griffin,placed on IL with back injury
9994,2007-10-29,Cavaliers,,Eric Snow,placed on IL recovering from surgery on left knee
9995,2007-10-29,Celtics,,Scot Pollard,placed on IL with ankle injury
9996,2007-10-29,Clippers,,Elton Brand,placed on IL recovering from surgery on left Achilles tendon
9997,2007-10-29,Clippers,,Shaun Livingston,placed on IL recovering from surgery on left knee
9998,2007-10-29,Hawks,,Craig Claxton / Speedy Claxton,placed on IL recovering from surgery on left knee
9999,2007-10-29,Hawks,,Lorenzen Wright,placed on IL with groin injury
10000,2007-10-29,Heat,,Dwyane Wade,placed on IL recovering from surgery on left shoulder
10001,2007-10-29,Kings,,Mike Bibby,placed on IL recovering from sugery on left thumb
10002,2007-10-29,Kings,,Spencer Hawes,placed on IL recovering from arthroscopic surgery on left knee
10003,2007-10-29,Knicks,,Jared Jeffries,placed on IL with sprained ACL in right knee
10004,2007-10-29,Knicks,,Jerome James,placed on IL with right knee injury / left knee tendinitis (P)
10005,2007-10-29,Lakers,,Kobe Bryant,placed on IL with sprained right wrist
10006,2007-10-29,Lakers,,Lamar Odom,placed on IL recovering from surgery on left shoulder
10007,2007-10-29,Magic,,Tony Battie,placed on IL recovering from surgery on left shoulder
10008,2007-10-29,Mavericks,,Devean George,placed on IL with left shoulder injury / stress reaction in left foot (P)
10009,2007-10-29,Mavericks,,Erick Dampier,placed on IL recovering from surgery on right shoulder
10010,2007-10-29,Nets,,Marcus Williams (D.),placed on IL with surgery on right foot
10011,2007-10-29,Nuggets,,Anthony Carter,placed on IL recovering from surgery on broken right hand
10012,2007-10-29,Nuggets,,Chucky Atkins,placed on IL with strained right groin
10013,2007-10-29,Pistons,,Rodney Stuckey,placed on IL recovering from surgery on broken left hand
10014,2007-10-29,Timberwolves,,Mark Madsen,placed on IL with recovering from surgery on right shoulder
10015,2007-10-29,Wizards,,Etan Thomas,placed on IL recovering from heart surgery
10016,2007-10-30,Blazers,,Josh McRoberts,placed on IL with sprained left ankle
10017,2007-10-30,Grizzlies,,Brian Cardinal,placed on IL with flu
10018,2007-10-30,Jazz,,Kyrylo Fesenko,placed on IL
10019,2007-10-30,Jazz,,Morris Almond,placed on IL
10020,2007-10-30,Lakers,,Javaris Crittenton,placed on IL
10021,2007-10-30,Lakers,,Vladimir Radmanovic,placed on IL
10022,2007-10-30,Rockets,,Aaron Brooks,placed on IL
10023,2007-10-30,Rockets,,Carl Landry,placed on IL
10024,2007-10-30,Rockets,,Steve Novak,placed on IL
10025,2007-10-30,Spurs,,Jacque Vaughn,placed on IL with strained right calf
10026,2007-10-30,Timberwolves,,Michael Doleac,placed on IL with hip injury
10027,2007-10-30,Warriors,,Brandan Wright,placed on IL
10028,2007-10-30,Warriors,,Kosta Perovic,placed on IL
10029,2007-10-30,Warriors,,Stephane Lasme,placed on IL
10030,2007-10-31,76ers,,Louis Amundson / Lou Amundson,placed on IL with hip pointer
10031,2007-10-31,Bucks,,Awvee Storey,placed on IL
10032,2007-10-31,Bucks,,David Noel,placed on IL
10033,2007-10-31,Bucks,,Ramon Sessions,placed on IL
10034,2007-10-31,Bulls,,JamesOn Curry,placed on IL
10035,2007-10-31,Bulls,,Joakim Noah,placed on IL with sprained right ankle
10036,2007-10-31,Bulls,,Thomas Gardner,placed on IL
10037,2007-10-31,Cavaliers,,Aleksandar Pavlovic / Sasha Pavlovic,placed on IL
10038,2007-10-31,Cavaliers,,Demetris Nichols,placed on IL
10039,2007-10-31,Grizzlies,,Tarence Kinsey,placed on IL
10040,2007-10-31,Hornets,,Adam Haluska,placed on IL
10041,2007-10-31,Hornets,,Marcus Vinicius Viera de Souza,placed on IL
10042,2007-10-31,Magic,,Charles Outlaw / Bo Outlaw,placed on IL
10043,2007-10-31,Magic,,Marcin Gortat,placed on IL
10044,2007-10-31,Nuggets,,J.R. Smith,placed on IL for suspension
10045,2007-10-31,Pacers,,Jermaine O'Neal,placed on IL with hyperextended left knee
10046,2007-10-31,Pacers,,Shawne Williams,placed on IL with suspension
10047,2007-10-31,Pacers,,Troy Murphy,placed on IL with strained left Achilles tendon
10048,2007-10-31,Raptors,,Darrick Martin,placed on IL
10049,2007-10-31,Raptors,,Jamario Moon,placed on IL
10050,2007-10-31,Raptors,,Maceo Baston,placed on IL
10051,2007-10-31,Sonics,,Kurt Thomas,placed on IL with strained right hamstring
10052,2007-11-01,Celtics,,Brandon Wallace,placed on IL
10053,2007-11-01,Celtics,,Gabe Pruitt,placed on IL
10054,2007-11-01,Clippers,,Aaron Williams,placed on IL with strained right calf
10055,2007-11-01,Hawks,,Lorenzen Wright,placed on IL with plantar fasciitis in right foot
10056,2007-11-01,Hawks,,Zaur Pachulia / Zaza Pachulia,placed on IL with sprained left knee
10057,2007-11-01,Heat,,Earl Barron,placed on IL
10058,2007-11-01,Heat,,Joel Anthony,placed on IL
10059,2007-11-01,Kings,,Beno Udrih,placed on IL with broken left index finger
10060,2007-11-01,Knicks,,Wilson Chandler,placed on IL
10061,2007-11-01,Lakers,,Chris Mihm,placed on IL
10062,2007-11-01,Lakers,,Coby Karl,placed on IL
10063,2007-11-01,Lakers,Javaris Crittenton,,activated from IL
10064,2007-11-01,Lakers,Vladimir Radmanovic,,activated from IL
10065,2007-11-01,Mavericks,,Juwan Howard,placed on IL
10066,2007-11-01,Mavericks,,Nick Fazekas,placed on IL
10067,2007-11-01,Pacers,,Courtney Sims,placed on IL
10068,2007-11-01,Pacers,Jermaine O'Neal,,activated from IL
10069,2007-11-01,Pistons,,Cheikh Samb,placed on IL
10070,2007-11-01,Suns,,Sean Marks,placed on IL
10071,2007-11-01,Timberwolves,,Randy Foye,placed on IL with stress reaction in left kneecap
10072,2007-11-01,Warriors,,Austin Croshere,placed on IL with sore back
10073,2007-11-01,Warriors,Stephane Lasme,,activated from IL
10074,2007-11-03,Mavericks,,Devin Harris,placed on IL with bruised left thigh
10075,2007-11-03,Mavericks,Nick Fazekas,,activated from IL
10076,2007-11-03,Warriors,,Troy Hudson,placed on IL with left hip inflammation
10077,2007-11-03,Warriors,Brandan Wright,,activated from IL
10078,2007-11-04,Cavaliers,,Donyell Marshall,placed on IL with sprained right wrist
10079,2007-11-04,Cavaliers,Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
10080,2007-11-04,Lakers,,Javaris Crittenton,placed on IL
10081,2007-11-04,Lakers,Chris Mihm,,activated from IL
10082,2007-11-04,Pistons,,Ronald Dupree,placed on IL
10083,2007-11-04,Raptors,,Joey Graham,placed on IL with strained left quadricep
10084,2007-11-04,Raptors,Jamario Moon,,activated from IL
10085,2007-11-04,Sonics,,Mouhamed Sene / Saer Sene,placed on IL
10086,2007-11-04,Sonics,Robert Swift,,activated from IL
10087,2007-11-04,Suns,,Amare Stoudemire / Amar'e Stoudemire,placed on IL recovering from surgery on right knee
10088,2007-11-04,Suns,Sean Marks,,activated from IL
10089,2007-11-06,Bulls,,Adrian Griffin,placed on IL with back injury
10090,2007-11-06,Bulls,Joakim Noah,,activated from IL
10091,2007-11-06,Cavaliers,,Larry Hughes,placed on IL with bruised left knee
10092,2007-11-06,Cavaliers,Demetris Nichols,,activated from IL
10093,2007-11-06,Clippers,,Josh Powell,placed on IL
10094,2007-11-06,Clippers,Aaron Williams,,activated from IL
10095,2007-11-06,Lakers,,Kwame Brown,placed on IL with bursitis in right heel
10096,2007-11-06,Lakers,,Maurice Evans,placed on IL with sore back
10097,2007-11-06,Lakers,Coby Karl,,activated from IL
10098,2007-11-06,Lakers,Javaris Crittenton,,activated from IL
10099,2007-11-06,Magic,,J.J. Redick,placed on IL with back spasms
10100,2007-11-06,Magic,,Jameer Nelson,placed on IL with concussion
10101,2007-11-06,Magic,Marcin Gortat,,activated from IL
10102,2007-11-06,Nuggets,,Mike Wilks,placed on IL with strained right hamstring
10103,2007-11-06,Nuggets,J.R. Smith,,activated from IL
10104,2007-11-06,Timberwolves,,Gerald Green (b. 1986-01-26),placed on IL with toe injury
10105,2007-11-06,Timberwolves,Michael Doleac,,activated from IL
10106,2007-11-07,Grizzlies,,Stromile Swift,placed on IL with sore neck
10107,2007-11-07,Grizzlies,Brian Cardinal,,activated from IL
10108,2007-11-07,Jazz,,C.J. Miles,placed on IL
10109,2007-11-07,Jazz,Morris Almond,,activated from IL
10110,2007-11-07,Magic,,Marcin Gortat,placed on IL
10111,2007-11-07,Magic,Jameer Nelson,,activated from IL
10112,2007-11-07,Pacers,,Ike Diogu,placed on IL with torn left calf muscle
10113,2007-11-07,Pacers,,Stephen Graham,placed on IL
10114,2007-11-07,Pacers,Shawne Williams,,activated from IL
10115,2007-11-07,Pacers,Troy Murphy,,activated from IL
10116,2007-11-08,Mavericks,,Eddie Jones,placed on IL with sore right leg
10117,2007-11-08,Mavericks,Devin Harris,,activated from IL
10118,2007-11-09,Celtics,,Brian Scalabrine,placed on IL with concussion
10119,2007-11-09,Celtics,,James Posey,placed on IL with back spasms
10120,2007-11-09,Celtics,Brandon Wallace,,activated from IL
10121,2007-11-09,Celtics,Gabe Pruitt,,activated from IL
10122,2007-11-09,Clippers,,Cuttino Mobley,placed on IL with hip/groin injury
10123,2007-11-09,Clippers,Josh Powell,,activated from IL
10124,2007-11-09,Grizzlies,,Andre Brown,placed on IL
10125,2007-11-09,Grizzlies,,Hakim Warrick,placed on IL
10126,2007-11-09,Grizzlies,,Tarence Kinsey,placed on IL
10127,2007-11-09,Grizzlies,Andre Brown,,activated from IL
10128,2007-11-09,Grizzlies,Stromile Swift,,activated from IL
10129,2007-11-09,Grizzlies,Tarence Kinsey,,activated from IL
10130,2007-11-09,Jazz,,Matt Harpring,placed on IL with sore right knee
10131,2007-11-09,Jazz,C.J. Miles,,activated from IL
10132,2007-11-09,Kings,,Darryl Watkins,placed on IL
10133,2007-11-09,Kings,,Justin Williams,placed on IL
10134,2007-11-09,Kings,Beno Udrih,,activated from IL
10135,2007-11-09,Kings,Spencer Hawes,,activated from IL
10136,2007-11-09,Lakers,,Coby Karl,placed on IL
10137,2007-11-09,Lakers,Lamar Odom,,activated from IL
10138,2007-11-09,Mavericks,Eddie Jones,,activated from IL
10139,2007-11-09,Nuggets,,Nene / Nene Hilario / Maybyner Hilario,placed on IL with torn ligament in left thumb
10140,2007-11-09,Nuggets,Mike Wilks,,activated from IL
10141,2007-11-09,Pacers,,Marquis Daniels,placed on IL with sore left knee
10142,2007-11-09,Pacers,,Stephen Graham,placed on IL
10143,2007-11-09,Pacers,Marquis Daniels,,activated from IL
10144,2007-11-09,Pacers,Stephen Graham,,activated from IL
10145,2007-11-09,Suns,,Alando Tucker,placed on IL
10146,2007-11-09,Suns,,Raja Bell,placed on IL with sprained ankle
10147,2007-11-09,Suns,Alando Tucker,,activated from IL
10148,2007-11-09,Suns,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
10149,2007-11-09,Timberwolves,,Michael Doleac,placed on IL
10150,2007-11-09,Timberwolves,,Rashad McCants,placed on IL with sprained right ankle
10151,2007-11-09,Timberwolves,Gerald Green (b. 1986-01-26),,activated from IL
10152,2007-11-10,Timberwolves,Rashad McCants,,activated from IL
10153,2007-11-11,76ers,,Calvin Booth,placed on IL
10154,2007-11-11,76ers,Louis Amundson / Lou Amundson,,activated from IL
10155,2007-11-11,Cavaliers,Larry Hughes,,activated from IL
10156,2007-11-11,Hawks,,Mario West,placed on IL
10157,2007-11-11,Hawks,Zaur Pachulia / Zaza Pachulia,,activated from IL
10158,2007-11-11,Knicks,Wilson Chandler,,activated from IL
10159,2007-11-11,Sonics,,Mickael Gelabale,placed on IL
10160,2007-11-11,Sonics,Kurt Thomas,,activated from IL
10161,2007-11-12,Jazz,,Morris Almond,placed on IL
10162,2007-11-12,Jazz,Matt Harpring,,activated from IL
10163,2007-11-12,Kings,,Brad Miller,placed on IL with bruised right quadricep
10164,2007-11-12,Kings,Darryl Watkins,,activated from IL
10165,2007-11-13,Celtics,,Brandon Wallace,placed on IL
10166,2007-11-13,Celtics,,Gabe Pruitt,placed on IL
10167,2007-11-13,Celtics,Brian Scalabrine,,activated from IL
10168,2007-11-13,Celtics,James Posey,,activated from IL
10169,2007-11-13,Grizzlies,,Andre Brown,placed on IL
10170,2007-11-13,Grizzlies,,Brian Cardinal,placed on IL
10171,2007-11-13,Grizzlies,Hakim Warrick,,activated from IL
10172,2007-11-13,Grizzlies,Tarence Kinsey,,activated from IL
10173,2007-11-13,Knicks,,Stephon Marbury,placed on IL
10174,2007-11-13,Knicks,Jared Jeffries,,activated from IL
10175,2007-11-13,Lakers,,Javaris Crittenton,placed on IL
10176,2007-11-13,Lakers,,Sasha Vujacic,placed on IL
10177,2007-11-13,Lakers,Kwame Brown,,activated from IL
10178,2007-11-13,Lakers,Maurice Evans,,activated from IL
10179,2007-11-13,Mavericks,,Maurice Ager,placed on IL
10180,2007-11-13,Mavericks,,Nick Fazekas,placed on IL
10181,2007-11-13,Mavericks,Erick Dampier,,activated from IL
